Index,open,high,low,close,volume,marketCap,timestamp,crypto_name,date
1,278.7409973145,280.391998291,276.3659973145,279.5849914551,42484800,4045993358.62,2015-08-07T23:59:59.999Z,Bitcoin,8/7/2015
2,279.7420043945,279.9280090332,260.7099914551,260.9970092773,58533000,3778049023.65,2015-08-08T23:59:59.999Z,Bitcoin,8/8/2015
3,261.1159973145,267.0029907227,260.4679870605,265.0830078125,23789600,3838130129.93,2015-08-09T23:59:59.999Z,Bitcoin,8/9/2015
4,265.4779968262,267.0320129395,262.5960083008,264.4700012207,20979400,3830352068.75,2015-08-10T23:59:59.999Z,Bitcoin,8/10/2015
5,264.342010498,270.3859863281,264.0939941406,270.3859863281,25433900,3917142818.85,2015-08-11T23:59:59.999Z,Bitcoin,8/11/2015
6,270.5979919434,270.6730041504,265.4689941406,266.3760070801,26815400,3859888131,2015-08-12T23:59:59.999Z,Bitcoin,8/12/2015
7,266.183013916,266.2319946289,262.841003418,264.0799865723,27685500,3827588724,2015-08-13T23:59:59.999Z,Bitcoin,8/13/2015
8,264.1319885254,267.466003418,261.4779968262,265.6799926758,27091200,3851715726,2015-08-14T23:59:59.999Z,Bitcoin,8/14/2015
9,265.5289916992,266.6669921875,261.2959899902,261.550994873,19321100,3792757589.77,2015-08-15T23:59:59.999Z,Bitcoin,8/15/2015
10,261.8659973145,262.4400024414,257.0409851074,258.5069885254,29717000,3749501856.15,2015-08-16T23:59:59.999Z,Bitcoin,8/16/2015
11,258.4899902344,260.5050048828,257.1170043945,257.9760131836,21617900,3742748055,2015-08-17T23:59:59.999Z,Bitcoin,8/17/2015
12,257.925994873,257.9930114746,211.078994751,211.078994751,42147200,3063104570.35,2015-08-18T23:59:59.999Z,Bitcoin,8/18/2015
13,225.671005249,237.408996582,222.7660064697,226.6840057373,60869200,3290448603.3,2015-08-19T23:59:59.999Z,Bitcoin,8/19/2015
14,226.8990020752,237.3650054932,226.8990020752,235.3500061035,32275000,3417123138.75,2015-08-20T23:59:59.999Z,Bitcoin,8/20/2015
15,235.3549957275,236.4320068359,231.7239990234,232.5690002441,23173800,3377704243.05,2015-08-21T23:59:59.999Z,Bitcoin,8/21/2015
16,232.6620025635,234.9570007324,222.703994751,230.3899993896,23205900,3346961926.25,2015-08-22T23:59:59.999Z,Bitcoin,8/22/2015
17,230.3760070801,232.7050018311,225.5800018311,228.1690063477,18406600,3315466696.75,2015-08-23T23:59:59.999Z,Bitcoin,8/23/2015
18,228.1119995117,228.1390075684,210.4429931641,210.4949951172,59220700,3059460627,2015-08-24T23:59:59.999Z,Bitcoin,8/24/2015
19,210.0679931641,226.3209991455,199.5670013428,221.6089935303,61089200,3221751642,2015-08-25T23:59:59.999Z,Bitcoin,8/25/2015
20,222.0760040283,231.1829986572,220.203994751,225.8309936523,31808000,3284040047.77,2015-08-26T23:59:59.999Z,Bitcoin,8/26/2015
21,226.0500030518,228.6430053711,223.6840057373,224.7689971924,21905400,3269360631.83,2015-08-27T23:59:59.999Z,Bitcoin,8/27/2015
22,224.7010040283,235.2189941406,220.925994873,231.3959960938,31336600,3366649822.8,2015-08-28T23:59:59.999Z,Bitcoin,8/28/2015
